0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
473.1031099633868,801.352014491233,1194.8608685265167,740.4571041878494,,,,,1550.2352951736038,673.7870670271602,,,399.4703371149669,548.3645945748788,823.5332206123409,649.7314782392409,1615.4253024990562,768.0514949582334,1667.663579481532,514.9357444813628,869.2530279736394,453.96183534587533,132.35071771464925,671.0837721408445,,,1236.9057307769824,725.3284306071599,-2.6650645905305055,477.36292383486466,267.73223273534205,540.5037011008444,1241.289171256154,457.54725358886117,462.95424719079955,410.5078432638726,1517.3216999755796,581.6679876226226,1814.4978160775497,819.2974394642176,12.14398035619149,837.5208008321384
480.71924187457694,801.6906197740893,1200.5574410732797,740.3868447683429,,,,,1552.1553843659378,674.1690070988857,,,405.46769206279237,549.2815037890177,832.3408476195357,650.5058243489739,1619.7887269312262,768.5905206413943,1671.7083247568303,516.0159891963939,873.0104473530557,454.6987689088454,138.80735960926052,670.4108743611087,,,1244.4456927280821,725.674888289527,5.492574218496884,478.2893443031189,272.77079201857214,541.5424782801292,1244.3974187213444,458.37674857772697,467.8471991711011,411.3957143371539,1519.6809830685843,582.9517748435053,1819.8872742227272,820.7548082687872,21.953609208854516,835.9840144610978
488.30527490429415,802.0025315744596,1206.3845273547286,740.3268995207513,,,,,1554.1848663595865,674.5460626103265,,,411.2877340958296,550.1442509284134,841.0246760653796,651.2704646406037,1624.1470089854927,769.1404857908574,1676.295152630574,517.0534603248722,876.780151504928,455.3980844742839,145.09756657199722,669.7544605102287,,,1252.2762734735236,725.9563950673969,13.598336141235507,478.97650597312463,277.68325958670573,542.5185737324172,1247.6759542471427,459.1456047683304,472.6482224425996,412.1708692846711,1522.1553769173202,584.1402647728403,1825.3755025072019,822.1254500452959,31.259714199134976,834.8361099821001
495.82155776732895,802.5053095227948,1212.2630726633706,740.3863315153916,,,,,1557.1541952623397,674.9701183412517,,,416.8765532487414,551.0408079954816,849.1110445522312,652.1461739889587,1628.390995847725,769.7558420798326,1681.052359990068,518.1011249204678,880.5445023176903,456.12963940099314,151.19179416986805,669.2246224610228,,,1260.4581587002922,726.4372538313389,20.30503210825583,479.651907608799,282.4677309827607,543.531090108314,1251.0188119635527,460.2403205120574,477.30522895045414,412.9309960521449,1524.8283625763759,585.284712920191,1830.8346862653311,823.4956158733146,38.70465361144676,834.0180720205899
503.4088252734395,803.0918727268688,1217.3752612561761,740.4964078412146,,,,,1560.3246199202472,675.4508327143549,,,422.42167059312067,552.0014206497555,856.3763408888627,653.0976531365093,1632.6092221603471,770.4080370517418,1685.7718034157149,519.2074526987633,884.3142438601842,456.94246270562087,157.28272672006727,668.7829240944832,,,1268.6617531415254,726.9305860773336,25.783720220408384,480.32738424187886,287.2624941805845,544.5906552630846,1254.3610523994485,461.5877213778065,481.9618857211377,413.7276023147507,1527.4478450766217,586.4854796670006,1836.0759231603215,824.8099911267138,47.74110572358637,833.2430236014894
511.4756414801378,803.6949772935013,1222.6318803670697,740.7553955422512,,,,,1563.2727748931188,676.0106482553028,,,428.722066439376,553.1567040020184,863.699484947572,654.1902487345737,1635.8455900735264,770.9816047257049,1689.976275127679,520.5502734700872,888.4306406905092,458.00945338562724,164.52504500292417,668.4601150836694,,,1277.0944580303767,727.4619197177844,32.58647267187928,481.26862962365135,293.1083026051267,545.7386959566039,1257.6377552276224,463.05747009435584,487.3888571574895,414.80203704079827,1529.8606394816825,587.9176510988417,1839.8468500040929,827.0716420296872,59.43476664540884,832.2925100721477
518.9221759721385,804.3578608010189,1227.904826041282,741.014389801043,,,,,1566.5483598208184,676.5853144399487,,,434.54348496031906,554.2726639602134,870.7168218440571,655.3048676148121,1639.3191488898842,771.5362368255362,1694.489765426045,521.81295034097,892.3698433953197,458.9616001283283,171.05738289353968,668.1532898473638,,,1285.496086062029,728.0156425057335,39.04902345905401,482.0847177681328,298.35743036972667,546.780387438485,1260.9882223953944,464.3102705247405,492.48136072676533,415.71947096426675,1532.4773542340524,589.3130811365281,1843.4289303476492,829.7197664084385,70.12573187283613,831.3806515261676
526.9999905434313,805.0364333299674,1233.5608523723517,741.2135148226967,,,,,1569.8981087420786,677.1419083096479,,,440.63838512104667,555.5789200349476,877.3173460976172,656.7602936564642,1642.2842078074652,771.940489645199,1698.7329355060417,523.0880939662821,896.4848145569488,459.9808715202511,178.28820360518512,667.9737199279832,,,1293.85297498318,728.4718643974022,47.16824862334744,482.98580590090876,304.1484224445188,547.8574124443014,1264.2566541370295,465.5440836014201,497.80210451668245,416.82924879463417,1535.0777286067232,590.5917805647787,1845.9565234062936,831.9255347994938,80.76943981724679,830.3183731636183
537.543620507929,805.5627105515653,1239.3090246503243,741.27741460724,,,,,1573.427874096282,677.70165204403,,,446.92470785256705,556.8130931049702,884.0458364342494,658.1358168128795,1645.5927937237195,772.7957086183236,1703.0935036102103,524.3640391729916,900.7304391924773,460.9838304456798,185.88796399493395,667.7455242954854,,,1302.1690698796274,728.808206623584,55.44433597549431,483.8162264749553,310.07424128947946,548.8664969397977,1267.6669182619562,466.7442974692773,503.251893597434,417.91397583779724,1537.9759661236976,591.8381761812417,1848.4469771311556,833.97461206982,91.40569280582423,829.1350744978603
549.2337427088995,805.9063446119928,1245.4610228989636,741.2769409696708,,,,,1576.9796765505048,678.2414883636043,,,452.20845253478626,558.0363705640364,890.6623422519585,659.5948965592999,1650.1848519454663,773.2557713702445,1707.298817826023,525.6768783357289,905.0863212618901,462.164453878926,194.1574649580901,667.6469552279573,,,1310.1229229195073,729.0842655756625,64.12533637568373,485.1232030788917,316.34848370367973,550.0896810633883,1271.0498282367832,467.98453451887815,508.8556630159373,419.1267559364652,1541.0214467903834,593.0068543953628,1850.522332403331,835.7716473339631,101.63543535748727,827.8844974210394
