avg_x,avg_y,var_x,var_y,total_distance,player_id,suggested_role,role
0.5345549743673564,0.5115579727589067,87191.0284756087,2360.195952215402,2249.185438151254,0,1,1
0.0763538459281495,0.5367492303185231,32058.75092653361,55.59906744277618,594.1773910908497,1,0,0
0.5231648343341571,0.5374112439758488,80174.03127932281,962.2494029500832,2366.404030642906,2,1,1
0.6895017418644347,0.4889114752105242,144781.6540796069,514.8825044071386,2586.279702412768,3,2,2
0.2149701141052351,0.5803270969577946,112299.69697763096,310.3110916227518,1474.8149626022932,4,0,0
0.8671951849201655,0.4712449557499876,92805.95343372034,148.8544299171783,970.850855829477,5,2,2
0.0129662572262372,0.5205427354427097,805.9186532436044,1.620463559689764,152.2375529484726,6,0,0
0.4666440963429999,0.6243617125336647,82699.8782507875,390.1490879802772,2426.1456462180777,7,1,1
0.7642538634108116,0.5440755206763401,117930.2920935812,799.733889432068,2313.1921468206924,8,2,2
0.066135960197162,0.4869287499485654,26758.89813201712,132.0287308653941,557.9797320297773,9,0,0
0.7044173948251925,0.6046120962499761,117073.46334161152,1127.2750369977343,2426.223598994079,10,2,2
0.1989629334278645,0.5616515449643388,84684.61981618227,738.1739836567776,1980.33672473826,11,0,0
0.7194248989081387,0.7097241128067578,232576.4431954605,3832.127932330151,2367.2787641470545,12,2,2
0.1946280160858232,0.5152943901084109,62790.61232554794,635.864346878731,1987.516613406872,13,0,0
0.0440958949081568,0.5296357962609763,16832.835724715023,14.060109382187022,483.66064223123885,14,0,0
0.1635069533303791,0.627953038924595,61786.4510257705,1526.9964356738035,1985.4774936045187,15,0,0
0.5266731568319254,0.4928443308011511,71049.68895964482,498.0264590747588,2132.507688395643,16,1,1
0.0120391714874814,0.5750262929275458,850.9969381963957,1.514698864111209,152.610195636898,17,0,0
0.0018621473991108,0.6358180957709112,184.8407331162649,0.2582453306704012,93.73055891023576,18,0,0
0.0883258731207388,0.4596715528796166,45943.2106712897,32.025539220089385,694.4998467302197,19,0,0
0.56426591955378,0.5392468906844492,125994.0983390998,1999.5945021772588,2767.656460061174,20,1,1
